Table: Table_1

Stenstorp ;15,50 ;53 ;;1,860 ;6 ;952 ;210 ;698 ;;;;;;;;;186 ;364 ;8 ;31 ;;;;153 ;;;;;;;;4,420 ;;;
Sjögerstad ;19,38 ;45 ;43 ;3,459 ;75 ;1,570 ;1,055 ;759 ;;;;;;;;;300 ;500 ;50 ;100 ;30 ;;;285 ;;;;;;;;3,811 ;;;
Sätuna ;11,88 ;29 ;;1,588 ;10 ;405 ;1,113 ;60 ;;;;;;;;;96 ;140 ;12 ;25 ;;;10 ;30 ;;;;;;;;950 ;180 ;60 ;
Torbjörntorp ;11,88 ;34 ;;1,902 ;8 ;1,266 ;623 ;5 ;;;;;;;;;120 ;510 ;;35 ;25 ;;134 ;322 ;;;;;;;;3,150 ;189 ;;
Tunhem ;12 ;48 ;12 ;1,300 ;20 ;500 ;200 ;780 ;;;;;;;;;80 ;260 ;10 ;45 ;6 ;;;18 ;;80 ;;;420 ;;;1,800 ;;;
Ugglum ;15,50 ;;;1,630 ;10 ;550 ;300 ;770 ;;;;;;;;;80 ;340 ;10 ;60 ;;;- ;10 ;;80 ;;;504 ;;;1,386 ;;;
Waltorp ;14,50 ;28 ;27 ;1,987 ;15 ;830 ;435 ;707 ;;;;;;;;;104 ;400 ;14 ;25 ;3 ;2 ;;70 ;;212 ;;;630 ;;158 ;2,835 ;;;
Summa, Gudhems harad ;371,12 ;964 ;496 ;55,622 ;397 ;23,049 ;11,818 ;16,404 ;58 ;512 ;232 ;12 ;57 ;263 ;109 ;9 ;3,494 ;8,496 ;310 ;1,442 ;271 ;44 ;2,707 ;3.817 ;10 ;3,362 ;437 ;;18,838 ;;5,516 ;63,680 ;3,903 ;1,496 ;
Bolum ;33.88 ;103 ;41 ;3,175 ;20 ;1,215 ;597 ;1,343 ;24 ;64 ;17 ;;24 ;70 ;21 ;;286 ;528 ;26 ;44 ;8 ;;- ;75 ;- ;255 ;;;1,680 ;;;2,925 ;1,278 ;160 ;
Eggby ;20,75 ;32 ;;;;;;;;;;;;;;2 ;200 ;400 ;50 ;60 ;40 ;;;;;200 ;;;1,200 ;;380 ;2,270 ;118 ;120 ;
Häggum ;17,28 ;70 ;;4,050 ;10 ;2,250 ;1,000 ;- ;;;;;;;;;140 ;300 ;;100 ;40 ;;250 ;400 ;;120 ;;;620 ;;180 ;3,600 ;300 ;24 ;
Istrum ;8,25 ;13 ;;;;;;;;;3 ;;;;;;140 ;300 ;20 ;80 ;;;;;;140 ;;;850 ;;50 ;2,460 ;130 ;80 ;
Lundby ;25,63 ;30 ;;2,500 ;12 ;1.500 ;500 ;480 ;;;;;;;;;270 ;350 ;75 ;150 ;25 ;;185 ;200 ;;270 ;;;1,668 ;;838 ;3,440 ;100 ;400 ;
Skarke ;24,44 ;46 ;87 ;4,275 ;29 ;1,890 ;1,140 ;1,716 ;65 ;;;;;;;;294 ;449 ;60 ;148 ;15 ;5 ;;125 ;;294 ;;;1,600 ;;600 ;2,600 ;100 ;100 ;
Skürf ;15,81 ;29 ;69 ;4,860 ;60 ;450 ;450 ;3,400 ;;;;;;;;;150 ;112 ;4 ;60 ;2 ;;50 ;400 ;- ;150 ;;;882 ;- ;190 ;1,134 ;25 ;20 ;
Stenum ;15,88 ;33 ;59 ;5,130 ;60 ;560 ;1,120 ;3,890 ;;;;;;;;;140 ;180 ;;90 ;3 ;3 ;120 ;1,000 ;- ;140 ;;;718 ;- ;189 ;1,842 ;;40 ;
Wing ;10.13 ;;;2,055 ;55 ;300 ;400 ;1,800 ;;;;;;;;;100 ;75 ;;40 ;4 ;1 ;100 ;330 ;- ;100 ;;;567 ;- ;123 ;744 ;13 ;;
Oglunda ;13,56 ;34 ;14 ;1,730 ;;400 ;700 ;200 ;7 ;;;;;11 ;;;110 ;220 ;20 ;50 ;;- ;;10 ;- ;110 ;25 ;;500 ;- ;125 ;1,000 ;1,000 ;60 ;
Sumina, Walle härad ;185,11 ;409 ;455 ;27,275 ;253 ;8,065 ;5,907 ;11,829 ;98 ;200 ;42 ;8 ;295 ;157 ;X 36 ;7 ;1,830 ;2,914 ;266 ;822 ;132 ;14 ;705 ;2,540 ;- ;1,779 ;393 ;- ;10,280 ;- ;3,425 ;21,515 ;3,121 ;1,018 ;
Brevik ;17,88 ;133 ;;6,800 ;13 ;1,320 ;172 ;5,294 ;46 ;132 ;1 ;;46 ;84 ;;1 ;300 ;362 ;- ;130 ;;18 ;60 ;150 ;- ;800 ;;;1,500 ;;- ;3,096 ;;;
Forsby ;;47 ;;2,250 ;15 ;1,700 ;250 ;285 ;;;;;;;;;250 ;360 ;;40 ;15 ;5 ;200 ;500 ;;250 ;120 ;;2,000 ;;;2,800 ;;125 ;
Fogelas, norra Fogelas, sodra ;38.88 ;140 ;;10,990 6,843 ;136 ;3,068 2,000 ;1,522 950 ;6.264 3,337 ;;;;;;;;;570 ;985 ;14 ;280 ;40 ;14 ;38 ;616 ;- ;511 ;126 ;;3,018 ;;63 ;9,100 ;190 ;50 ;
Grefbäck ;38.81 ;;95 ;7,038 ;56 32 ;2,100 ;1,054 ;3,852 ;;;;;;;;;437 ;678 ;19 ;232 ;- ;9 ;30 ;170 ;- ;425 ;92 ;;2,400 ;75 ;126 ;6,081 ;200 ;100 ;
Hagelberg ;23,31 ;27 ;;3,448 ;;860 ;240 ;2,340 ;10 ;;;;;;;;409 145 ;647 306 ;2 ;2GO 73 ;;6 ;100 ;394 100 ;- - ;379 123 ;60 ;;1,985 800 ;138 ;- ;4,700 2,775 ;;13 30 ;
Hjo landsförsamling ;20,50 ;93 ;51 ;6,666 ;16 ;2,200 ;2,350 ;2,100 ;;;;;;;;;800 ;830 ;por ;150 ;10 ;20 ;200 ;400 ;- ;300 ;;;1,675 ;63 ;- ;3,465 ;;;
Kyrkefalla ;45 ;266 ;128 ;9,000 ;45 ;2,700 ;600 ;3,000 ;56 ;133 ;;;;;;;450 ;650 ;25 ;95 ;;25 ;105 ;1,000 ;- ;450 ;;;2.894 ;63 ;;7.560 ;;;
Kyrketorp ;14,65 ;27 ;32 ;3,669 ;12 ;1,650 ;350 ;1,657 ;;;;;;;;;200 ;500 ;49 ;200 ;20 ;;600 ;;;230 ;120 ;;1,190 ;40 ;30 ;3,600 ;;;
Mofalla ;10,81 ;57 ;;2,500 ;1 ;456 ;442 ;1,600 ;;35 ;;;;;;;152 ;108 ;3 ;30 ;;3 ;;;- ;152 ;;;660 ;;;1,000 ;;;
Ryd ;8,88 ;;30 ;1,750 ;4 ;550 ;107 ;1,099 ;3 ;;;;;;;;;;;;;;;;;;;;;;;;;;
Sköfde landsförsamling ;24,19 ;95 ;137 ;;;;;;;;;;;;;;80 ;200 ;10 ;60 ;;- ;- ;140 ;- ;GO ;;6 ;378 ;;378 ;1,260 ;;;
Suntetorp och Sventorp ;27.35 ;112 ;117 ;7,000 ;35 ;4,860 ;280 ;2,325 ;11 ;94 ;14 ;;54 ;133 ;20 ;2 ;X 620 ;1,247 ;20 ;145 ;70 ;12 ;386 ;1,240 ;- - ;620 ;150 250 ;30 ;1,250 2,850 ;;;3,200 11,223 ;;;
Warola ;16,25 ;91 ;;;- ;;;;;;;;;;;;;;;;;;;;;;114 ;;1,638 ;;;3,685 ;;;
Wers&s ;25,50 ;89 ;;9,530 ;- ;2,500 ;2,170 ;4,860 ;;;;;;;;;660 ;1,000 ;40 ;200 ;15 ;20 ;360 ;650 ;600 ;660 ;300 ;;3,000 ;;;6,700 ;;200 ;
W&mb ;12,88 ;36 ;26 ;1,500 ;20 ;580 ;150 ;750 ;;;;;;;;;100 ;180 ;20 ;40 ;10 ;- ;20 ;130 ;- ;80 ;;;600 ;;;18,000 ;;;
Ohm, Bjärby och Amundtorp ;6,13 ;32 ;24 ;1,903 ;10 ;1,881 ;;512 ;16 ;;;;;;;;147 ;200 ;5 ;16 ;10 ;;9G ;150 ;;140 ;;;715 ;;;1,890 ;;;
Snmma, Kâkinds härad ;344,50 ;1,356 ;1,073 ;80,387 ;403 ;27,425 ;10,637 ;39,275 ;174 ;679 ;115 ;21 ;140 ;387 ;105 ;12 ;4,820 ;8,253 ;217 ;1,951 ;201 ;131 ;2,195 ;5,648 ;600 ;4,680 ;1,504 ;73 ;28,053 ;379 ;617 ;90,085 ;485 ;1,121 ;
Acklinga ;15 ;32 ;59 ;3,596 ;12 ;940 ;470 ;1,039 ;3 ;8 ;2 ;- ;1 ;12 ;4 ;- ;228 ;405 ;8 ;40 ;4 ;3 ;19 ;36 ;- ;202 ;37 ;;948 ;;56 ;5,200 ;;16 ;
Agnetorp ;21.44 ;77 ;104 ;15,539 ;17 ;2,000 ;1,390 ;;;;;;- ;;;;310 ;670 ;20 ;100 ;26 ;11 ;100 ;430 ;;320 ;146 ;;1,820 ;;390 ;8,420 ;220 ;55 ;
Baltack ;12.25 ;31 ;31 ;8,610 ;5 ;690 ;332 ;1,290 ;7 ;18 ;3 ;- ;- ;1 ;3 ;- ;120 ;2GO ;4 ;60 ;4 ;4 ;20 ;90 ;- ;128 ;10 ;;610 ;;X 12 ;2,330 ;- ;16 ;
Bottnaryd ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bjurbäck ;16,13 ;46 ;39 ;5,000 ;6 ;745 ;1,000 ;1,500 ;11 ;11 ;5 ;- ;- ;14 ;- ;- ;142 ;355 ;- ;100 ;;200 ;;40 ;- ;100 ;;;894 ;63 ;63 ;3,491 ;585 ;;
Brandstorp ;16,84 ;76 ;36 ;7,810 ;10 ;3,800 ;1500 ;2,000 ;;;;;- ;- ;;;225 ;300 ;- ;500 ;4 ;G ;8,000 ;1,500 ;- ;200 ;10 ;10 ;1,020 ;66 ;20 ;2,835 ;214 ;25 ;
Daretorp ;17,13 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Dimbo ;26,63 ;60 ;63 ;2,700 ;20 ;1,420 ;360 ;900 ;6 ;30 ;;;2 ;;- ;- ;400 ;360 ;;60 ;20 ;5 ;50 ;110 ;10 ;400 ;63 ;X 32 ;1,688 ;32 ;160 ;3,276 ;- ;63 ;
;;14 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Falköpings landsförsamling ;14,50 ;;15 ;1,970 ;3 ;1,540 ;50 ;;;;;;;15 ;;;120 ;400 ;;30 ;20 ;- ;350 ;230 ;- ;120 ;;- ;577 ;- ;577 ;2,677 ;X 100 ;;
F Fridened ;12.75 ;57 ;41 ;4,862 ;13 ;1,420 ;492 ;2,500 ;10 ;;;;;;;;- ;- ;- - ;;- ;- ;-- ;- ;- ;- ;82 ;;55G ;;;2,200 ;;45 ;
Fröjered ;17,06 ;91 ;86 ;;30 ;2,712 ;2,123 ;6,248 ;25 ;;;;;14 ;;2 ;;;;;- ;;- ;- ;;;120 ;14 ;2,125 ;30 ;30 ;5,600 ;;30 ;
Gerum ;9,75 ;26 ;;1.284 ;2 ;482 ;400 ;;2 ;;;;;;;;78 ;215 ;10 ;39 ;- - ;2 ;;;60 ;78 ;;;492 ;;126 ;1,840 ;63 ;63 ;
Gustaf Adolf ;23,04 ;140 ;101 ;11,445 ;25 ;1,520 ;1,900 ;8,000 ;;;;;;90 ;39 ;1 ;;;;;;;;;;;- ;- ;;;;;;;
;;;;;;;;;;;;;;;;;220 ;480 ;;180 ;;25 ;;395 ;- ;220 ;;;1,260 ;12G ;;5,200 ;560 ;;
Habo ;45,85 ;265 ;329 ;26,043 ;28 ;3,750 ;9,175 ;13,100 ;52 ;;;;175 ;173 ;8 ;- ;640 ;1,537 ;10 ;340 ;5 ;28 ;;550 ;;640 ;30 ;;3,840 ;55 ;33 ;13,400 ;575 ;;
Hvarf ;12 ;;;1,917 ;;700 ;;;;;;;;;;;100 ;250 ;10 ;100 ;10 ;;80 ;50 ;- ;100 ;24 ;;600 ;;120 ;3,050 ;;;
Hvalstad ;26.75 ;48 ;31 ;4,000 ;15 ;2,500 ;500 ;1,000 ;;;;;;X ;;;400 ;800 ;;200 ;70 ;10 ;120 ;500 ;- ;400 ;;;2,205 ;- ;252 ;10,080 ;;;
Hangsdala ;16 ;20 ;17 ;1,964 ;5 ;1,285 ;219 ;;;;16 ;;;;14 ;;214 ;307 ;7 ;107 ;5 ;3 ;15 ;418 ;- ;214 ;6 ;- ;1,342 ;- ;101 ;3,219 ;;;





