Table: Table_1

1. ;2. ;3. ;4. ;5. ;6. ;7. ;8. ;9. ;10. ;11. ;12. ;13 ;14. ;15. ;16. ;17 ;18 ;19 ;20. ;21. ;22 ;23. ;24. ;25. ;26. ;27. ;28. ;29 ;30 ;31. ;32 ;33. ;34 ;35. ;
Odensäker ;23,63 ;70 ;9 ;2,056 ;15 ;1,135 ;400 ;506 ;;56 ;1 ;- ;- ;10 ;3 ;- ;210 ;381 ;31 ;35 ;- ;- ;- ;268 ;- ;210 ;189 ;- ;1,008 ;- ;63 ;2,608 ;- ;63 ;
Ransberg ;31,34 ;285 ;135 ;7,000 ;35 ;2,540 ;425 ;2,100 ;75 ;165 ;25 ;- ;- ;12 ;10 ;;450 ;650 ;20 ;175 ;- ;X 95 ;- ;700 ;- ;450 ;56 ;- ;2,362 ;126 ;- ;7,056 ;- ;63 ;
Svenneby ;8,88 ;10 ;10 ;2,560 ;30 ;1 230 ;570 ;730 ;- ;4 ;1 ;2 ;- ;2 ;1 ;;246 ;512 ;10 ;20 ;- ;- ;80 ;116 ;- ;246 ;453 ;- ;693 ;- ;- ;4,032 ;- ;39 ;
Säter ;22,81 ;57 ;82 ;4,312 ;30 ;1,132 ;1,100 ;2,050 ;11 ;21 ;8 ;- ;- ;14 ;3 ;;317 ;340 ;35 ;60 ;- ;2 ;- ;130 ;- ;250 ;49 ;- ;1,848 ;- ;220 ;3,050 ;;175 ;
Torsö ;31,44 ;95 ;- ;8,539 ;47 ;1,488 ;559 ;6,445 ;43 ;41 ;3 ;2 ;- ;4 ;2 ;;248 ;384 ;37 ;108 ;20 ;5 ;59 ;350 ;29 ;248 ;250 ;- ;1,050 ;- ;720 ;1,600 ;;150 ;
Tidavad ;12,25 ;47 ;23 ;1,910 ;10 ;676 ;620 ;612 ;6 ;38 ;1 ;;;- ;2 ;;103 ;206 ;- ;30 ;16 ;- ;206 ;- ;12 ;103 ;157 ;- ;346 ;- ;- ;1,297 ;;150 ;
Tived ;13,89 ;175 ;32 ;2,142 ;1 ;847 ;1.293 ;- ;110 ;56 ;2 ;;114 ;58 ;1 ;;104 ;200 ;12 ;100 ;10 ;25 ;- ;296 ;- ;100 ;6 ;6 ;617 ;25 ;31 ;1,890 ;;50 ;
Trästena ;15,88 ;28 ;37 ;- ;12 ;1,650 ;10 ;- ;1 ;16 ;2 ;2 ;2 ;20 ;6 ;2 ;210 ;560 ;16 ;50 ;- ;2 ;100 ;502 ;- ;210 ;378 ;- ;661 ;- ;- ;5,292 ;- ;76 ;
Timmersdala ;9,50 ;50 ;7 ;862 ;14 ;470 ;162 ;216 ;12 ;39 ;- ;- ;- ;5 ;1 ;;78 ;100 ;10 ;40 ;6 ;5 ;100 ;218 ;- ;78 ;113 ;- ;378 ;- ;25 ;630 ;;113 ;
Ullervad ;24,88 ;75 ;39 ;6,076 ;42 ;2,434 ;718 ;2,200 ;6 ;43 ;22 ;;1 ;51 ;23 ;- ;370 ;560 ;36 ;70 ;- ;3 ;285 ;740 ;- ;370 ;330 ;- ;1,417 ;- ;12 ;4,394 ;;141 ;
Utby ;17,25 ;41 ;29 ;3,181 ;13 ;1,531 ;384 ;900 ;- ;24 ;4 ;;- ;10 ;3 ;- ;288 ;461 ;60 ;31 ;- ;3 ;111 ;288 ;- ;288 ;287 ;- ;923 ;- ;- ;3,149 ;- ;274 ;
Undenäs ;43,88 ;291 ;201 ;- ;- ;5,100 ;2,350 ;- ;9 ;173 ;9 ;4 ;-- ;93 ;2 ;1 ;850 ;1,390 ;GO ;200 ;- ;200 ;- ;1,600 ;- ;800 ;250 ;- ;4,000 ;150 ;- ;13,700 ;- ;300 ;
Wäring ;24 ;100 ;58 ;4,200 ;2 ;1,698 ;100 ;2.400 ;;35 ;16 ;;12 ;- ;- ;1 ;283 ;400 ;- ;50 ;- ;- ;- ;682 ;- ;283 ;567 ;- ;945 ;- ;- ;1,890 ;;252 ;
Wad ;12.75 ;22 ;15 ;1,990 ;20 ;1,880 ;280 ;310 ;;4 ;13 ;1 ;;2 ;2 ;;280 ;395 ;25 ;20 ;- ;- ;80 ;300 ;- ;280 ;440 ;- ;882 ;- ;- ;3.112 ;;100 ;





Table: Table_2

Summa ;1.007, 51 ;4.509 ;2,999 ;200.857 ;895. ;86.292 ;22,242 ;106,045 ;1.090 ;2.225 ;X 367 ;40 ;461 ;;1,045 ;189 ;16 ;14.796,7 ;25.858. ;2.225 ;3,194,: ;331 ;642 ;6.473 ;24,638.7 ;116 ;13,980.5 ;13,852 ;521 ;63.414 ;746 ;3.423 ;215.310 ;2.233 ;8,893 ;
Summa landsbygden ;4,568,51 ;17,162 ;11.441 ;946,579 ;4,893,5 ;425,794 ;114,404 ;338,994 ;2,483 ;9,086 ;2,887 ;439 ;1,715 ;3,642 ;;1.047 ;401 ;57,360,7 ;150.234. ;9,879,5 ;17,203, ;2,337 ;1,711,5 ;37,698 ;88,362,2 ;271 ;57.460,5 ;41,227 ;1,169 ;263,556 ;2,545 ;55,080 ;1,200,505 ;50,255 ;35,306 ;
Städerna. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Mariestad ;4 ;500 ;8 ;2,273 ;16 ;680 ;8 ;800 ;24 ;22 ;4 ;- ;10 ;;1 ;- ;- ;90 ;160 ;4 ;12 ;0,25 ;- ;- ;338 ;- ;70 ;110 ;- ;260 ;- ;- ;1,200 ;;15 ;
Lidköping ;16 ;91 ;- ;2,608 ;- ;900 ;- ;1,708 ;44 ;44 ;3 ;- ;- ;;- ;- ;- ;180 ;200 ;- ;20 ;- ;- ;- ;500 ;- ;-- ;- ;- ;720 ;- ;- ;1,440 ;- ;- ;
Skara ;20 ;143 ;- ;2,976 ;23 ;1,661 ;61 ;424 ;77 ;57 ;9 ;- ;- ;;- ;- ;- ;246 ;447 ;6S ;69 ;14 ;2 ;204 ;426 ;- ;247 ;285 ;- ;871 ;- ;409 ;1,965 ;431 ;170 ;
Sköfde ;4 ;63 ;22 ;1,553 ;8 ;535 ;603 ;335 ;7 ;50 ;6 ;- ;2 ;;5 ;- - ;- ;107 ;197 ;30 ;77 ;- ;- ;- ;39 ;---- ;86 ;63 ;6 ;600 ;- ;- ;1,260 ;- ;126 ;
Falköping ;12 ;38 ;- ;2,000 ;10 ;1,640 ;- ;- ;;20 ;- ;2 ;- ;;- ;- ;- ;100 ;500 ;50 ;100 ;100 ;- ;300 ;400 ;- ;100 ;- ;- ;;- ;- ;;- ;- ;
Hjo ;3.25 ;- ;4 ;1,677 ;3 ;716 ;50 ;206 ;8 ;20 ;9 ;;- ;;13 ;1 ;- ;120 ;200 ;3 ;160 ;8 ;- ;30 ;130 ;- ;125 ;- ;19 ;600 ;54 ;- ;1,740 ;- ;18 ;
Summa för stâderna ;59.25 ;835 ;34 ;13.087 ;60 ;6.132 ;722 ;3,473 ;160 ;213 ;31 ;2 ;12 ;;19 ;1 ;- ;843 ;1704 ;155 ;438 ;122.25 ;2 ;534 ;1.833 ;- ;623 ;458 ;25 ;3.051 ;51 ;409 ;7.605 ;431 ;32° ;





