Table: Table_1

Täng ;9,75 ;52 ;16 ;2,112 ;6 ;1,736 ;26 ;202 ;1 ;49 ;2 ;- ;3 ;8 ;1 ;1 ;217 ;834 ;- ;34 ;- ;- ;434 ;- ;- ;217 ;- ;- ;;- ;100 ;3,600 ;1,200 ;324 ;
As ;17,88 ;54 ;;2,500 ;15 ;2,460 ;25 ;- ;3 ;23 ;22 ;3 ;3 ;23 ;24 ;3 ;200 ;635 ;35 ;25 ;;5 ;700 ;685 ;15 ;200 ;180 ;- ;1,020 ;- ;200 ;5,500 ;200 ;170 ;
Summa ;167,86 ;556 ;265 ;38,082 ;207 ;22,656 ;1,159 ;9,152 ;19 ;318 ;98 ;8 ;67 ;145 ;47 ;X 5 ;2,484 ;7,853 ;404 ;483 ;133 ;73 ;3,950 ;3,209 ;31 ;2,638 ;2,663 ;X 50 ;9,207 ;- ;2,446 ;109,995 ;4,284 ;2,503 ;
Wiste härad. a) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bjärby ;8,25 ;39 ;5 ;2,118 ;16 ;1,480 ;90 ;336 ;2 ;25 ;12 ;;1 ;1 ;- ;- ;121 ;486 ;X 26 ;20 ;- ;2 ;155 ;228 ;- ;155 ;96 ;- ;480 ;- ;98 ;3,930 ;168 ;162 ;
Bäreberg ;12.25 ;86 ;55 ;2,600 ;15 ;1.000 ;120 ;800 ;2 ;80 ;4 ;;;- ;- ;- ;100 ;400 ;40 ;40 ;10 ;10 ;100 ;200 ;- ;100 ;20 ;- ;380 ;- ;;3,200 ;;160 ;
Flakeberg ;15,25 ;83 ;26 ;2,958 ;26 ;2,220 ;74 ;191 ;2 ;59 ;20 ;1 ;- ;- ;1 ;- ;236 ;933 ;58 ;39 ;- ;10 ;244 ;463 ;- ;237 ;391 ;- ;945 ;- ;315 ;7,900 ;599 ;278 ;
Hyringa ;16,94 ;52 ;48 ;3,369 ;10 ;2,536 ;10 ;813 ;2 ;26 ;21 ;2 ;- ;- ;1 ;- ;200 ;1,100 ;136 ;64 ;40 ;48 ;227 ;436 ;- ;285 ;416 ;- ;636 ;- ;346 ;9,450 ;422 ;252 ;
Levene, del ;7,88 ;26 ;26 ;2,111 ;25 ;1,400 ;50 ;300 ;;22 ;1 ;1 ;- ;- ;2 ;- ;130 ;525 ;30 ;25 ;5 ;10 ;100 ;250 ;- ;325 ;30 ;- ;100 ;- ;30 ;600 ;30 ;25 ;
Lügnuin ;7,13 ;26 ;17 ;1,674 ;10 ;1,374 ;10 ;- ;3 ;18 ;4 ;1 ;- ;- ;- ;- ;150 ;450 ;75 ;25 ;- ;7 ;217 ;300 ;- ;150 ;275 ;- ;400 ;- ;150 ;3,000 ;200 ;200 ;
Malma ;14,88 ;86 ;42 ;5,622 ;5 ;2,165 ;25 ;1.960 ;2 ;75 ;5 ;1 ;- ;2 ;- ;1 ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;110 ;- ;1,032 ;- ;126 ;7,119 ;226 ;140 ;
Sparlösa ;22,18 ;111 ;70 ;6,000 ;55 ;3,550 ;140 ;780 ;;83 ;17 ;1 ;- ;9 ;1 ;- ;300 ;1,360 ;160 ;80 ;25 ;12 ;210 ;730 ;- ;653 ;472 ;- ;1,417 ;- ;567 ;11,686 ;315 ;441 ;
Tengened ;15,88 ;72 ;22 ;3,693 ;80 ;3.100 ;150 ;363 ;6 ;40 ;24 ;- ;- ;- ;2 ;- ;367 ;1,120 ;50 ;70 ;5 ;20 ;366 ;735 ;- ;367 ;300 ;X 60 ;1,536 ;- ;120 ;9,270 ;270 ;300 ;
Summa ;120,09 ;581 ;311 ;30,145 ;242 ;18,825 ;669 ;5,543 ;19 ;428 ;108 ;7 ;1 ;12 ;7 ;1 ;1,601 ;6,374 ;575 ;363 ;85 ;119 ;1,619 ;3,342 ;- ;2,272 ;2,110 ;X 60 ;6,926 ;- ;1,752 ;56,155 ;2,230 ;1,958 ;
Källands härad. b) ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gösslunda ;22.63 ;47 ;61 ;3,291 ;40 ;2,030 ;70 ;561 ;7 ;25 ;19 ;1 ;44 ;3 ;8 ;- ;220 ;938 ;166 ;66 ;- ;8 ;60 ;X 300 ;- ;222 ;420 ;- ;900 ;- ;540 ;7,800 ;280 ;630 ;
Hjerpas ;11,05 ;58 ;33 ;4,200 ;50 ;2,500 ;75 ;700 ;2 ;24 ;9 ;1 ;X 4 ;21 ;5 ;- ;310 ;810 ;100 ;25 ;10 ;5 ;310 ;620 ;- ;310 ;450 ;- ;1,000 ;X 20 ;150 ;6,500 ;450 ;300 ;
Häggesled ;10.38 ;43 ;24 ;2,143 ;20 ;1,388 ;25 ;710 ;24 ;X 36 ;7 ;;- ;- ;- ;- ;140 ;480 ;30 ;20 ;- ;;298 ;280 ;- ;140 ;90 ;- ;590 ;- ;92 ;3,915 ;168 ;165 ;
Kjedum ;11 ;30 ;13 ;1,672 ;11 ;972 ;69 ;224 ;- ;12 ;6 ;;2 ;7 ;6 ;- ;98 ;249 ;38 ;10 ;- ;2 ;189 ;165 ;- ;221 ;170 ;- ;385 ;- ;120 ;2,123 ;19 ;170 ;
Lava ;9,50 ;40 ;34 ;3,247 ;27 ;1,364 ;170 ;436 ;9 ;24 ;6 ;2 ;- ;- ;- ;1 ;133 ;605 ;33 ;23 ;- ;5 ;119 ;227 ;- ;219 ;126 ;- ;542 ;- ;202 ;4,801 ;110 ;170 ;
Mellby ;16,38 ;56 ;87 ;3,445 ;20 ;2,160 ;20 ;1,245 ;- ;37 ;12 ;;;90 ;9 ;4 ;300 ;800 ;100 ;30 ;4 ;- ;120 ;700 ;6 ;300 ;360 ;- ;1.300 ;- ;500 ;5,300 ;550 ;350 ;
Otterstad och Senäte ;30,38 ;91 ;161 ;8,677 ;25 ;2,656 ;654 ;4.342 ;10 ;57 ;1 ;2 ;14 ;13 ;7 ;1 ;559 ;956 ;237 ;87 ;55 ;- ;- ;231 ;- ;531 ;1,000 ;- ;1,680 ;-- ;850 ;7,700 ;;860 ;
Rackeby ;22 ;53 ;52 ;3,401 ;16 ;2,057 ;97 ;274 ;1 ;26 ;3 ;2 ;;18 ;3 ;- ;229 ;608 ;73 ;164 ;30 ;4 ;51 ;677 ;- ;229 ;742 ;- ;639 ;- ;865 ;3,810 ;202 ;441 ;
Râda ;20,13 ;62 ;68 ;4,815 ;34 ;2,207 ;186 ;2,388 ;3 ;29 ;12 ;1 ;45 ;26 ;2 ;- ;321 ;818 ;67 ;40 ;6 ;2 ;172 ;488 ;- ;294 ;571 ;- ;1,280 ;25 ;446 ;5,994 ;240 ;325 ;
Skalunda ;10.63 ;32 ;23 ;2,594 ;18 ;1,924 ;27 ;5 ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;302 ;- ;510 ;- ;611 ;2,813 ;135 ;315 ;
Slädened ;16,50 ;83 ;44 ;4,380 ;- ;2,429 ;30 ;1,906 ;5 ;X 58 ;15 ;2 ;- ;- ;- ;- ;70 ;800 ;100 ;100 ;20 ;- ;330 ;670 ;- ;120 ;20 ;- ;40 ;- ;30 ;1,060 ;- ;35 ;
Strö ;12,31 ;28 ;53 ;4.236 ;26 ;930 ;220 ;1,600 ;- ;- ;3 ;1 ;9 ;11 ;- ;- ;175 ;200 ;233 ;43 ;20 ;2 ;- ;123 ;- ;134 ;356 ;- ;572 ;- ;400 ;1,600 ;190 ;150 ;
Sunnersberg ;28,88 ;168 ;59 ;5,429 ;13 ;2,470 ;160 ;2,786 ;- ;- ;- ;- ;- ;- ;- ;- ;270 ;702 ;145 ;50 ;6 ;16 ;180 ;890 ;- ;211 ;130 ;- ;170 ;- ;125 ;760 ;;91 ;
Söne ;15 ;50 ;43 ;2,041 ;18 ;1,502 ;286 ;235 ;18 ;55 ;11 ;- ;25 ;14 ;2 ;- ;180 ;664 ;92 ;28 ;1 ;4 ;227 ;234 ;- ;170 ;430 ;- ;618 ;- ;806 ;4,410 ;- ;495 ;
Tranum ;15,13 ;61 ;29 ;3,471 ;36 ;1,909 ;116 ;598 ;1 ;35 ;10 ;- ;- ;6 ;7 ;- ;219 ;655 ;115 ;19 ;0,5 ;2,5 ;162 ;441 ;- ;285 ;189 ;- ;8.946 ;- ;326 ;5,531 ;221 ;384 ;
Tâdened ;9,25 ;16 ;34 ;2,142 ;16 ;911 ;34 ;839 ;4 ;8 ;4 ;1 ;- ;2 ;1 ;- ;118 ;377 ;26 ;18 ;4 ;2 ;38 ;219 ;- ;109 ;158 ;- ;435 ;- ;189 ;2.696 ;32 ;101 ;
Ufvered ;16.25 ;50 ;26 ;3,200 ;20 ;2,900 ;270 ;10 ;1 ;27 ;18 ;- ;- ;- ;3 ;1 ;250 ;1,124 ;66 ;25 ;25 ;4 ;426 ;730 ;- ;250 ;250 ;- ;1,200 ;- ;60 ;6,600 ;250 ;180 ;
Wäla ;16,76 ;86 ;51 ;5,744 ;24 ;2,061 ;57 ;3,602 ;9 ;111 ;8 ;1 ;- ;6 ;1 ;;210 ;860 ;24 ;48 ;- ;2 ;111 ;603 ;- ;203 ;190 ;- ;1,008 ;- ;364 ;6,300 ;;95 ;
Ásaka ;17 ;38 ;25 ;2,225 ;25 ;1,820 ;40 ;340 ;5 ;22 ;7 ;2 ;12 ;18 ;6 ;2 ;220 ;640 ;26 ;45 ;15 ;3 ;294 ;354 ;- ;223 ;440 ;- ;860 ;- ;160 ;7,000 ;- ;100 ;
Örslösa ;19,75 ;;59 ;- ;15 ;2,000 ;120 ;1,700 ;;- ;- ;;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;- ;-- ;- ;- ;- ;- ;- ;





