Table: Table_1

Segerstad ;19 ;;;;;723 ;214 ;508 ;;;;;;;;;;;;;;;;;;;;;;;;2.204 ;;;
Stenstorp ;15,50 ;;;;;1,010 ;150 ;692 ;;;;;;;;;;;;;;;;;;;;;;;;3.500 ;;;
Sjögerstad ;19,19 ;;;;;1.590 ;1.040 ;997 ;;;;;;;;;;;;100 ;;;;;;;;;;;;3,800 ;;;
Satuna ;10,88 ;;;;;500 ;500 ;;;;;;;;;;;;;;;;;;;;;;;;;1,300 ;;;
Torbjörntorp ;11,88 ;;;;;1,302 ;106 ;;;;;;;;;;;;;;;;;;;;;;;;;508 ;;;
Tunhem ;;;;;;625 ;;530 ;;;;;;;;;;;20 ;;10 ;;;;;;;;;;;2,500 ;;;
Ugglum ;15,50 ;;;;;640 ;220 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Valtorp ;14,50 ;;;;;837 ;430 ;706 ;3 ;;;;;;;;;408 ;16 ;;;;;;;;;;;;160 ;2,350 ;;;
Summa Gudhems härad ;364,76 ;1,021 ;;530 ;391 ;25,586 ;7.964 ;14,419 ;129 ;525 ;224 ;14 ;114 ;257 ;120 ;28 ;3,971 ;9,183 ;322 ;2,038 ;255 ;59 ;1,985 ;4,890 ;4 ;3,835 ;873 ;16 ;18,732 ;260 ;5,111 ;61,073 ;1,882 ;1,386 ;
Bolum ;33,25 ;118 ;;;17 ;1,530 ;400 ;1,540 ;18 ;;18 ;;10 ;26 ;12 ;- ;302 ;660 ;10 ;75 ;15 ;6 ;25 ;160 ;- ;250 ;;15 ;1.850 ;;600 ;5,000 ;1,200 ;200 ;
Eggby ;20,75 ;34 ;;;;1,600 ;170 ;;;;;;;2 ;;;231 ;520 ;20 40 ;120 145 ;45 ;- ;290 ;770 ;;180 ;;20 ;1,300 ;;300 ;3,000 ;120 ;200 ;
Häggum ;17,09 ;;;;;2,310 ;750 ;980 ;6 ;;;;;;;;185 ;655 ;10 ;;14 ;6 ;90 ;300 ;- ;;;10 ;770 ;20 ;112 ;6,700 ;145 ;75 ;
Istrum Lundby ;8,25 25,75 ;13 45 ;;;;1,150 1.500 ;165 300 ;2,670 ;22 ;;;;;;2 ;;150 150 ;350 228 ;15 ;100 ;;;23 ;55 ;- ;;60 ;100 ;890 640 ;;70 ;2,900 225 ;;70 ;
;;;;;;;;;;;;;;;;;;;37 ;;;1 ;;;- ;;;;;;;;;;
Skarke ;24,69 ;52 ;;;;1,550 ;996 ;1.700 ;66 ;;;;;;;;290 ;525 ;;100 ;20 ;;55 ;232 ;;;40 ;10 ;1.750 ;;500 ;2,500 ;100 ;250 ;
Skärf ;15,81 ;25 ;;;;600 ;300 ;3,400 ;;19 ;;;;;;;150 ;230 ;15 ;50 ;5 ;;100 ;200 ;- ;150 ;45 ;;712 ;;180 ;1,800 ;;;
Stenum ;15,88 ;;;;;560 ;1,120 ;3,390 ;- ;36 ;;;;;;;125 ;220 ;10 ;76 ;;- ;120 ;1,000 ;- ;125 ;45 ;;580 ;;60 ;1,890 ;;;
Ving. ;10,13 ;20 ;;;;900 ;100 ;1,000 ;;17 ;;;;;;;150 ;263 ;5 ;70 ;2 ;;100 ;260 ;- ;150 ;25 ;;725 ;;78 ;2,000 ;;;
Oglunda ;13,56 ;39 ;;;;490 ;610 ;200 ;9 ;20 ;5 ;;8 ;5 ;;;140 ;250 ;20 ;60 ;;- ;;50 ;- ;140 ;30 ;;700 ;;130 ;1.900 ;500 ;100 ;
Summa Valle härad ;184,66 ;455 ;;506 ;255 ;12,190 ;4,911 ;14,880 ;126 ;227 ;52 ;5 ;183 ;141 ;15 ;- ;1,872 ;3,901 ;182 ;876 ;112 ;13 ;803 ;3,027 ;- ;1,730 ;385 ;155 ;9.917 ;20 ;2,036 ;27,815 ;2,065 ;1,018 ;
Bredvik ;17,88 ;233 ;;;;1.820 ;45 ;1.000 ;46 ;187 ;1 ;1 ;48 ;185 ;1 ;1 ;240 ;576 ;12 ;240 ;- ;2 ;40 ;470 ;- ;240 ;;;1,200 ;- ;;5,760 ;;;
Forsby ;11  ;56 ;;;;1.585 ;250 ;400 ;;;;;;;;;;1,046 ;15 ;350 ;30 ;15 ;65 ;720 ;- ;480 ;180 ;;760 ;;20 ;2,000 ;;;
Fogelâs, Norra ;38,75 ;59 ;;108 ;136 ;3.336 ;1,265 ;6.253 ;10 ;;;;;;;;615 ;;;;;;;;- ;;288 ;;3,522 ;;280 ;9,500 ;;;
Fâgel&s, Södra ;37,81 ;118 ;;;;2,966 ;196 ;3.200 ;;;;;;;;;423 ;800 ;19 ;380 ;14 ;;147 ;989 ;- ;423 ;250 ;X ;2.000 ;30 ;60 ;8,130 ;;;
Gredbäck ;23,81 ;40 ;;;;2.210 ;990 ;3.806 ;;;;;;;;;400 ;700 ;3 ;300 ;14 ;;;400 ;- ;390 ;;;2.400 ;;;6.300 ;;;
Hagelberg ;;36 ;;;;980 ;240 ;2,220 ;;;;;;;;;130 ;300 ;;80 ;10 ;;;332 ;- ;120 ;300 ;;700 ;;;2,400 ;;;
;;;;;;2.800 ;;2.100 ;;;;;;;;;;1.000 ;;300 ;30 ;10 ;;425 ;;400 ;;150 ;2,000 ;150 ;;;;;
Hjo landsförsamling ;20,50 ;33 226 ;;166 ;;5.790 ;1,830 ;10,557 ;10 ;149 ;;;;;;;;1,930 ;45 ;130 ;;20 ;;1,433 ;;960 ;100 250 ;;5,000 ;;;8,000 ;;;
Kyrkefalla ;45  ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18,300 ;;;
Kyrketorp ;14.68 ;29 ;;;;1,650 585 ;350 460 ;1,657 1.753 ;;;;;;;;;200 130 ;450 145 ;49 9 ;200 30 ;20 ;;;500 140 ;2 ;200 125 ;120 ;;1,100 480 ;40 50 ;30 ;3,600 900 ;;;
Mofalla ;10,31 ;61 ;;;;590 ;100 ;1.056 ;;;;;;;;;;210 ;10 ;90 ;;;;116 ;;;60 ;;240 ;;360 ;;;;
Rvd Sköfde landsförsamling ;8,88 23,39 ;100 ;;;;2,837 ;;;80 ;;;;;;;;;1,400 ;17 ;280 ;20 ;;;500 ;;300 ;300 ;100 ;1.500 ;120 ;75 ;1,200 8,000 ;;110 ;
Suntetorp och Sventorp ;27,85 ;112 ;;116 ;;4,474 ;180 ;2.310 ;;;;;;;;;;1,525 ;20 ;110 ;35 ;;;1,545 ;;640 ;200 ;50 ;3,150 ;;25 ;12,500 ;;;
Varola ;16,25 ;97 ;;;;2,450 ;350 ;2.760 ;- ;;;;;;;;430 ;970 ;14 ;60 ;;;;600 ;;430 ;150 ;;2,000 ;- ;25 ;7,760 ;;;
;;;;;;3.800 ;1,730 ;3.980 ;;;;;;;;;700 ;1.050 ;20 ;120 ;10 ;;300 ;1,000 ;;600 ;;;3,300 ;;;9,000 ;;;
Versãs ;25,87 ;;;;;;;;;;;;;;;;;;;;;;;;;;300 ;;;;;;;;
V&mb ;13 ;36 ;;;;580 ;150 ;750 ;20 ;;;;;;5 ;;100 ;180 ;20 ;40 ;10 ;;20 ;130 ;;;;50 ;600 ;- ;50 ;1.700 ;;;
Òm, Bjärby och Amundtorp ;6,13 ;40 ;;;;941 ;114 ;834 ;17 ;;;;;;;;185 ;260 ;10 ;16 ;;;105 ;170 ;;186 ;100 ;;920 ;- ;;2,500 ;;;
Summa Kâkinds härad ;343,56 ;1,379 ;1,099 ;;527 ;39,394 ;8,250 ;44,636 ;226 ;844 ;216 ;36 ;120 ;541 ;$8 ;8 ;6,027 ;12,542 ;274 ;2,726 ;211 ;70 ;1,376 ;9,470 ;2 ;5,654 ;2,598 ;431 ;30,872 ;390 ;925 ;107,550 ;175 ;1,072 ;
Acklinga ;15 ;;;;;1,025 ;420 ;1,015 ;3 ;8 ;2 ;;;12 ;4 ;;140 ;475 ;6 ;45 ;;;60 ;146 ;- ;145 ;75 ;;750 ;- ;100 ;4,715 ;;;
Angarp ;21.44 ;;;;;2.575 ;1,185 ;;;;;1 ;;;;;485 ;830 ;17 ;110 ;20 ;10 ;100 ;520 ;;483 ;370 ;;1,800 ;- ;150 ;7,100 ;100 ;;
Baltak ;12,85 ;32 ;;;;700 ;330 ;1.290 ;8 ;18 ;;;;;2 ;;125 ;265 ;4 ;60 ;4 ;2 ;22 ;92 ;;126 ;10 ;;623 ;;12 ;2,345 ;;;
Bottnaryd ;3,75 ;;;;;197 ;330 ;500 ;;;;;;;;;176 ;92 ;- ;50 ;;;- ;20 ;;;- ;;150 ;46 ;25 ;870 ;;;
Bjurbäck ;16,13 ;46 ;;;;760 ;1.000 ;3,234 ;;;;;;;;;;360 ;;;;;;;;130 ;;;816 ;60 ;40 ;4,280 ;;;
Brandstorp ;16,84 ;;;;10 ;4.400 ;1,400 ;2.000 ;;;;;;;;;;400 ;15 ;200 ;;10 ;200 ;1,500 ;10 ;200 ;;;1,480 ;60 ;210 ;4,000 ;;;
Daretorp ;17.38 ;110 ;;60 ;;1.154 ;1,250 ;3,500 ;;;;;;;;;;465 ;;120 ;;;;;;270 ;;;1,600 ;55 ;35 ;5,600 ;;;
Dimbo ;26.63 ;50 ;;;18 ;1.886 ;196 ;340 ;;30 ;;;;;;;;660 ;25 ;65 ;10 ;;125 ;;;300 ;;10 ;1.600 ;50 ;500 ;6,100 ;;100 ;
Falköpings landsförsamling ;14.50 ;;;;15 ;1.500 ;45 ;440 ;;;;;;;;;;650 ;10 ;50 ;15 ;;235 ;300 ;;150 ;;;900 ;10 ;650 ;3,500 ;;;
Fridene. ;12,75 ;;;;13 ;1,500 ;440 ;200 ;13 ;;;;;;;;150 ;540 ;;15 ;;;140 ;458 ;;200 ;;;800 ;;100 ;3,800 ;;;
Fröjered ;17,69 ;;;;30 ;2,850 ;2,100 ;5,450 ;24 ;;;;;;;;;700 ;25 ;275 ;10 ;12 ;;;;500 ;150 ;;3,000 ;50 ;60 ;8,160 ;;;
Gerum ;9,75 ;26 ;;;2 ;482 ;400 ;;2 ;18 ;;;;;;;;215 ;10 ;39 ;;;;;;;;;;;20 ;299 ;;;
Gustaf Adolf ;23 ;145 ;;105 ;28 ;1,650 ;1,800 ;4,000 ;1 ;125 ;;;;;;;210 ;700 ;2 ;230 ;;25 ;;500 ;;;;;2,700 ;130 ;40 ;9.000 ;;;
Habo ;41,90 ;251 ;;96 ;28 ;4,124 ;9,175 ;13,100 ;;;;;;;;;556 ;1.821 ;5 ;410 ;;16 ;;;;600 ;;;4,320 ;240 ;200 ;18,350 ;500 ;;
Hvarf ;12 ;22 ;;;;735 ;60 ;1.115 ;;12 ;;;;;;;100 ;300 ;13 ;120 ;20 ;;40 ;;;;;;560 ;;70 ;3.560 ;;;
Hvalstad ;26.75 ;50 ;;31 ;15 ;2,500 ;500 ;1,000 ;8 ;40 ;;;;;40 ;;400 ;800 ;;400 ;70 ;10 ;120 ;500 ;;400 ;;;2,205 ;;130 ;5,050 ;;;





